timestamp,input_id,model,dataset,condition,node,raw_response,error
2026-09-19T05:53:48.644699+00:00,8197,qwen2.5:7b,hatemoderate,graph_ucb_B124,Analyst,disgust,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='disgust'"
2026-09-22T05:40:44.335464+00:00,7099,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,better_worse_than,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='better_worse_than'"
2026-09-22T05:48:11.161231+00:00,3377,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,denied_existence,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='denied_existence'"
2026-09-22T05:53:13.314547+00:00,7219,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,contempt_self_admission_intolerance,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='contempt_self_admission_intolerance'"
2026-09-22T05:56:41.306250+00:00,7219,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,contempt,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='contempt'"
2026-09-22T05:59:52.909020+00:00,7219,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,contempt_self_admission_intolerance,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='contempt_self_admission_intolerance'"
2026-09-22T06:00:44.221824+00:00,761,qwen2.5:7b,hatemoderate,graph_ucb_B124,Adjudicator,dehumanize_insects,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='dehumanize_insects'"
2026-09-22T06:12:14.710761+00:00,7229,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,contempt_self_admission_intolerance,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='contempt_self_admission_intolerance'"
2026-09-22T06:15:17.654997+00:00,7229,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,contempt_self_admission_intolerance,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='contempt_self_admission_intolerance'"
2026-09-22T06:18:30.245289+00:00,7229,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,contempt_self_admission_intolerance,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='contempt_self_admission_intolerance'"
2026-09-22T06:22:56.655792+00:00,7259,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,contempt,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='contempt'"
2026-09-22T06:26:35.610867+00:00,7259,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,contempt,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='contempt'"
2026-09-22T06:29:59.872261+00:00,7259,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,contempt,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='contempt'"
2026-09-22T06:30:25.079982+00:00,7083,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,better_worse_than,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='better_worse_than'"
2026-09-22T06:34:54.929570+00:00,7083,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,better_worse_than,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='better_worse_than'"
2026-09-22T06:38:06.439880+00:00,7083,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,better_worse_than,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='better_worse_than'"
2026-09-22T06:39:33.930207+00:00,11450,qwen2.5:7b,hatemoderate,graph_ucb_B124,Analyst,change_sexual,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='change_sexual'"
2026-09-22T06:43:05.161460+00:00,11450,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,change_sexual,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='change_sexual'"
2026-09-22T06:46:24.546428+00:00,11450,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,change_sexual,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='change_sexual'"
2026-09-22T07:18:20.790585+00:00,25862,qwen2.5:7b,hatemoderate,graph_ucb_B124,Adjudicator,dehumanize_insects,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='dehumanize_insects'"
2026-09-22T07:21:17.098739+00:00,25862,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,dehumanize_insects,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='dehumanize_insects'"
2026-09-22T07:32:04.042980+00:00,11476,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,spread_virus,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='spread_virus'"
2026-09-22T07:32:45.043602+00:00,11476,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,spread Virus,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='spread Virus'"
2026-09-22T07:33:23.075651+00:00,11476,qwen2.5:7b,hatemoderate,graph_ucb_B124,Screener,spread_virus,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='spread_virus'"
