timestamp,input_id,model,dataset,condition,node,raw_response,error
2026-09-20T00:41:44.704513+00:00,4663,mistral:7b,hatemoderate,graph_ucb_B124,Adjudicator,"Based on the policy provided, the text ""Many","no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='Based on the policy provided, the text ""Many'"
2026-09-20T00:45:51.980607+00:00,6145,mistral:7b,hatemoderate,graph_ucb_B124,Adjudicator,"Based on the provided policy, the text ""its","no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='Based on the provided policy, the text ""its'"
2026-09-20T00:47:59.641095+00:00,7408,mistral:7b,hatemoderate,graph_ucb_B124,Adjudicator,"Based on the policy provided, the text does not","no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='Based on the policy provided, the text does not'"
2026-09-20T00:49:27.026801+00:00,11735,mistral:7b,hatemoderate,graph_ucb_B124,Adjudicator,"Based on the policy, the text appears to advocate","no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='Based on the policy, the text appears to advocate'"
2026-09-20T00:49:48.114478+00:00,11735,mistral:7b,hatemoderate,graph_ucb_B124,Adjudicator,"Based on the provided policy, the text appears to","no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='Based on the provided policy, the text appears to'"
2026-09-20T00:51:29.612913+00:00,4140,mistral:7b,hatemoderate,graph_ucb_B124,Adjudicator,"Based on the provided policy, the text clearly viol","no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='Based on the provided policy, the text clearly viol'"
2026-09-20T00:54:12.585563+00:00,11552,mistral:7b,hatemoderate,graph_ucb_B124,Adjudicator,"Based on the provided policy, the text ""They","no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='Based on the provided policy, the text ""They'"
2026-09-20T00:55:55.111961+00:00,29461,mistral:7b,hatemoderate,graph_ucb_B124,Analyst,Not\_hate,"no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='Not\\_hate'"
2026-09-20T00:56:07.109695+00:00,29461,mistral:7b,hatemoderate,graph_ucb_B124,Analyst,"Based on the provided policy, the text ""Pol","no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='Based on the provided policy, the text ""Pol'"
2026-09-20T00:57:25.241010+00:00,3000,mistral:7b,hatemoderate,graph_ucb_B124,Adjudicator,"Based on the policy provided, the text ""UM","no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='Based on the policy provided, the text ""UM'"
2026-09-20T01:00:42.269293+00:00,8399,mistral:7b,hatemoderate,graph_ucb_B124,Adjudicator,"Based on the provided policy, the text ""I","no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='Based on the provided policy, the text ""I'"
2026-09-20T01:02:13.034513+00:00,1029,mistral:7b,hatemoderate,graph_ucb_B124,Adjudicator,"Based on the provided policy, the text ""U","no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='Based on the provided policy, the text ""U'"
2026-09-20T01:03:43.157146+00:00,25978,mistral:7b,hatemoderate,graph_ucb_B124,Analyst,"Based on the policy provided, the text ""s","no valid label in model response: valid=['escalate', 'hate', 'not_hate'] raw_response='Based on the policy provided, the text ""s'"
